* #variable= 3318 #constraint= 6983
+1 ~x559 +1 x465 >= 1;
+1 ~x560 +1 x465 >= 1;
+1 ~x561 +1 x465 >= 1;
+1 ~x562 +1 x465 >= 1;
+1 ~x563 +1 x465 >= 1;
+1 ~x564 +1 x465 >= 1;
+1 ~x565 +1 x458 >= 1;
+1 ~x565 +1 x474 >= 1;
+1 ~x566 +1 x458 >= 1;
+1 ~x566 +1 x473 >= 1;
+1 ~x567 +1 x458 >= 1;
+1 ~x567 +1 x472 >= 1;
+1 ~x568 +1 x458 >= 1;
+1 ~x568 +1 x471 >= 1;
+1 ~x569 +1 x458 >= 1;
+1 ~x569 +1 x470 >= 1;
+1 ~x570 +1 x457 >= 1;
+1 ~x570 +1 x469 >= 1;
+1 ~x571 +1 x457 >= 1;
+1 ~x571 +1 x468 >= 1;
+1 ~x572 +1 x457 >= 1;
+1 ~x572 +1 x467 >= 1;
+1 ~x573 +1 x457 >= 1;
+1 ~x573 +1 x466 >= 1;
+1 ~x574 +1 x457 >= 1;
+1 ~x574 +1 x465 >= 1;
+1 ~x575 +1 x478 >= 1;
+1 ~x575 +1 x474 >= 1;
+1 ~x576 +1 x478 >= 1;
+1 ~x576 +1 x473 >= 1;
+1 ~x577 +1 x478 >= 1;
+1 ~x577 +1 x490 >= 1;
+1 ~x578 +1 x478 >= 1;
+1 ~x578 +1 x472 >= 1;
+1 ~x579 +1 x478 >= 1;
+1 ~x579 +1 x471 >= 1;
+1 ~x580 +1 x478 >= 1;
+1 ~x580 +1 x470 >= 1;
+1 ~x581 +1 x477 >= 1;
+1 ~x581 +1 x469 >= 1;
+1 ~x582 +1 x477 >= 1;
+1 ~x582 +1 x468 >= 1;
+1 ~x583 +1 x477 >= 1;
+1 ~x583 +1 x491 >= 1;
+1 ~x584 +1 x477 >= 1;
+1 ~x584 +1 x467 >= 1;
+1 ~x585 +1 x477 >= 1;
+1 ~x585 +1 x466 >= 1;
+1 ~x586 +1 x477 >= 1;
+1 ~x586 +1 x465 >= 1;
+1 ~x587 +1 x461 >= 1;
+1 ~x587 +1 x456 >= 1;
+1 ~x588 +1 x494 >= 1;
+1 ~x588 +1 x476 >= 1;
+1 ~x589 +1 x462 >= 1;
+1 ~x589 +1 x476 >= 1;
+1 ~x590 +1 x459 >= 1;
+1 ~x590 +1 x455 >= 1;
+1 ~x591 +1 x459 >= 1;
+1 ~x591 +1 x454 >= 1;
+1 ~x592 +1 x497 >= 1;
+1 ~x592 +1 x475 >= 1;
+1 ~x593 +1 x459 >= 1;
+1 ~x593 +1 x475 >= 1;
+1 ~x594 +1 x460 >= 1;
+1 ~x594 +1 x453 >= 1;
+1 ~x595 +1 x488 >= 1;
+1 ~x595 +1 x470 >= 1;
+1 ~x596 +1 x488 >= 1;
+1 ~x596 +1 x465 >= 1;
+1 ~x597 +1 x462 >= 1;
+1 ~x597 +1 x489 >= 1;
+1 ~x598 +1 x459 >= 1;
+1 ~x598 +1 x488 >= 1;
+1 ~x599 +1 x474 >= 1;
+1 ~x600 +1 x474 >= 1;
+1 ~x601 +1 x474 >= 1;
+1 ~x602 +1 x474 >= 1;
+1 ~x603 +1 x474 >= 1;
+1 ~x604 +1 x474 >= 1;
+1 ~x605 +1 x473 >= 1;
+1 ~x606 +1 x473 >= 1;
+1 ~x607 +1 x473 >= 1;
+1 ~x608 +1 x473 >= 1;
+1 ~x609 +1 x473 >= 1;
+1 ~x610 +1 x473 >= 1;
+1 ~x611 +1 x490 >= 1;
+1 ~x612 +1 x490 >= 1;
+1 ~x613 +1 x490 >= 1;
+1 ~x614 +1 x490 >= 1;
+1 ~x615 +1 x490 >= 1;
+1 ~x616 +1 x490 >= 1;
+1 ~x617 +1 x469 >= 1;
+1 ~x618 +1 x469 >= 1;
+1 ~x619 +1 x469 >= 1;
+1 ~x620 +1 x469 >= 1;
+1 ~x621 +1 x469 >= 1;
+1 ~x622 +1 x469 >= 1;
+1 ~x623 +1 x468 >= 1;
+1 ~x624 +1 x468 >= 1;
+1 ~x625 +1 x468 >= 1;
+1 ~x626 +1 x468 >= 1;
+1 ~x627 +1 x468 >= 1;
+1 ~x628 +1 x468 >= 1;
+1 ~x629 +1 x491 >= 1;
+1 ~x630 +1 x491 >= 1;
+1 ~x631 +1 x491 >= 1;
+1 ~x632 +1 x491 >= 1;
+1 ~x633 +1 x491 >= 1;
+1 ~x634 +1 x491 >= 1;
+1 ~x635 +1 x464 >= 1;
+1 ~x636 +1 x464 >= 1;
+1 ~x637 +1 x492 >= 1;
+1 ~x638 +1 x492 >= 1;
+1 ~x639 +1 x463 >= 1;
+1 ~x640 +1 x463 >= 1;
+1 ~x641 +1 x493 >= 1;
+1 ~x642 +1 x493 >= 1;
+1 ~x643 +1 x462 >= 1;
+1 ~x644 +1 x462 >= 1;
+1 ~x645 +1 x494 >= 1;
+1 ~x646 +1 x494 >= 1;
+1 ~x647 +1 x461 >= 1;
+1 ~x648 +1 x461 >= 1;
+1 ~x649 +1 x495 >= 1;
+1 ~x650 +1 x495 >= 1;
+1 ~x651 +1 x460 >= 1;
+1 ~x652 +1 x460 >= 1;
+1 ~x653 +1 x496 >= 1;
+1 ~x654 +1 x496 >= 1;
+1 ~x655 +1 x459 >= 1;
+1 ~x656 +1 x459 >= 1;
+1 ~x657 +1 x497 >= 1;
+1 ~x658 +1 x497 >= 1;
+1 ~x659 +1 x458 >= 1;
+1 ~x659 +1 x490 >= 1;
+1 ~x660 +1 x457 >= 1;
+1 ~x660 +1 x491 >= 1;
+1 ~x661 +1 x495 >= 1;
+1 ~x661 +1 x456 >= 1;
+1 ~x662 +1 x497 >= 1;
+1 ~x662 +1 x455 >= 1;
+1 ~x663 +1 x497 >= 1;
+1 ~x663 +1 x454 >= 1;
+1 ~x664 +1 x496 >= 1;
+1 ~x664 +1 x453 >= 1;
+1 ~x665 +1 x489 >= 1;
+1 ~x665 +1 x490 >= 1;
+1 ~x666 +1 x489 >= 1;
+1 ~x666 +1 x491 >= 1;
+1 ~x667 +1 x495 >= 1;
+1 ~x667 +1 x498 >= 1;
+1 ~x668 +1 x497 >= 1;
+1 ~x668 +1 x499 >= 1;
+1 ~x669 +1 x497 >= 1;
+1 ~x669 +1 x500 >= 1;
+1 ~x670 +1 x496 >= 1;
+1 ~x670 +1 x501 >= 1;
+1 ~x671 +1 x453 >= 1;
+1 ~x672 +1 x454 >= 1;
+1 ~x673 +1 x455 >= 1;
+1 ~x674 +1 x456 >= 1;
+1 ~x675 +1 x457 >= 1;
+1 ~x676 +1 x458 >= 1;
+1 ~x677 +1 x459 >= 1;
+1 ~x678 +1 x460 >= 1;
+1 ~x679 +1 x461 >= 1;
+1 ~x680 +1 x462 >= 1;
+1 ~x681 +1 x463 >= 1;
+1 ~x682 +1 x464 >= 1;
+1 ~x683 +1 x465 >= 1;
+1 ~x684 +1 x466 >= 1;
+1 ~x685 +1 x467 >= 1;
+1 ~x686 +1 x468 >= 1;
+1 ~x687 +1 x469 >= 1;
+1 ~x688 +1 x470 >= 1;
+1 ~x689 +1 x471 >= 1;
+1 ~x690 +1 x472 >= 1;
+1 ~x691 +1 x473 >= 1;
+1 ~x692 +1 x474 >= 1;
+1 ~x693 +1 x475 >= 1;
+1 ~x694 +1 x476 >= 1;
+1 ~x695 +1 x477 >= 1;
+1 ~x696 +1 x478 >= 1;
+1 ~x697 +1 x479 >= 1;
+1 ~x698 +1 x480 >= 1;
+1 ~x699 +1 x481 >= 1;
+1 ~x700 +1 x482 >= 1;
+1 ~x701 +1 x483 >= 1;
+1 ~x702 +1 x484 >= 1;
+1 ~x703 +1 x485 >= 1;
+1 ~x704 +1 x486 >= 1;
+1 ~x705 +1 x487 >= 1;
+1 ~x706 +1 x488 >= 1;
+1 ~x707 +1 x489 >= 1;
+1 ~x708 +1 x490 >= 1;
+1 ~x709 +1 x491 >= 1;
+1 ~x710 +1 x492 >= 1;
+1 ~x711 +1 x493 >= 1;
+1 ~x712 +1 x494 >= 1;
+1 ~x713 +1 x495 >= 1;
+1 ~x714 +1 x496 >= 1;
+1 ~x715 +1 x497 >= 1;
+1 ~x716 +1 x498 >= 1;
+1 ~x717 +1 x499 >= 1;
+1 ~x718 +1 x500 >= 1;
+1 ~x719 +1 x501 >= 1;
+1 ~x720 +1 x528 +1 x670 +1 x671 >= 1;
+1 ~x721 +1 x527 +1 x669 +1 x672 >= 1;
+1 ~x722 +1 x526 +1 x668 +1 x673 >= 1;
+1 ~x723 +1 x520 +1 x667 +1 x674 >= 1;
+1 ~x724 +1 x509 +1 x510 +1 x511 +1 x512 +1 x513 +1 x666 +1 x675 >= 1;
+1 ~x725 +1 x504 +1 x505 +1 x506 +1 x507 +1 x508 +1 x665 +1 x676 >= 1;
+1 ~x726 +1 x655 +1 x657 +1 x677 >= 1;
+1 ~x727 +1 x651 +1 x653 +1 x678 >= 1;
+1 ~x728 +1 x647 +1 x649 +1 x679 >= 1;
+1 ~x729 +1 x643 +1 x645 +1 x680 >= 1;
+1 ~x730 +1 x639 +1 x641 +1 x681 >= 1;
+1 ~x731 +1 x635 +1 x637 +1 x682 >= 1;
+1 ~x732 +1 x552 +1 x558 +1 x564 +1 x622 +1 x628 +1 x634 +1 x683 >= 1;
+1 ~x733 +1 x551 +1 x557 +1 x563 +1 x621 +1 x627 +1 x633 +1 x684 >= 1;
+1 ~x734 +1 x550 +1 x556 +1 x562 +1 x620 +1 x626 +1 x632 +1 x685 >= 1;
+1 ~x735 +1 x548 +1 x554 +1 x560 +1 x618 +1 x624 +1 x630 +1 x686 >= 1;
+1 ~x736 +1 x547 +1 x553 +1 x559 +1 x617 +1 x623 +1 x629 +1 x687 >= 1;
+1 ~x737 +1 x534 +1 x540 +1 x546 +1 x604 +1 x610 +1 x616 +1 x688 >= 1;
+1 ~x738 +1 x533 +1 x539 +1 x545 +1 x603 +1 x609 +1 x615 +1 x689 >= 1;
+1 ~x739 +1 x532 +1 x538 +1 x544 +1 x602 +1 x608 +1 x614 +1 x690 >= 1;
+1 ~x740 +1 x530 +1 x536 +1 x542 +1 x600 +1 x606 +1 x612 +1 x691 >= 1;
+1 ~x741 +1 x529 +1 x535 +1 x541 +1 x599 +1 x605 +1 x611 +1 x692 >= 1;
+1 ~x742 +1 x598 +1 x693 >= 1;
+1 ~x743 +1 x597 +1 x694 >= 1;
+1 ~x744 +1 x596 +1 x695 >= 1;
+1 ~x745 +1 x595 +1 x696 >= 1;
+1 ~x746 +1 x594 +1 x697 >= 1;
+1 ~x747 +1 x592 >= 1;
+1 ~x748 +1 x591 +1 x698 >= 1;
+1 ~x749 +1 x590 +1 x699 >= 1;
+1 ~x750 +1 x588 >= 1;
+1 ~x751 +1 x587 +1 x700 >= 1;
+1 ~x752 +1 x579 +1 x585 >= 1;
+1 ~x753 +1 x578 +1 x584 >= 1;
+1 ~x754 +1 x577 +1 x583 >= 1;
+1 ~x755 +1 x576 +1 x582 >= 1;
+1 ~x756 +1 x575 +1 x581 >= 1;
+1 ~x757 +1 x569 +1 x574 +1 x701 >= 1;
+1 ~x758 +1 x568 +1 x573 +1 x702 >= 1;
+1 ~x759 +1 x567 +1 x572 +1 x703 >= 1;
+1 ~x760 +1 x566 +1 x571 +1 x704 >= 1;
+1 ~x761 +1 x565 +1 x570 +1 x705 >= 1;
+1 ~x762 +1 x525 >= 1;
+1 ~x763 +1 x524 >= 1;
+1 ~x764 +1 x523 >= 1;
+1 ~x765 +1 x522 >= 1;
+1 ~x766 +1 x521 >= 1;
+1 ~x767 +1 x519 >= 1;
+1 ~x768 +1 x518 >= 1;
+1 ~x769 +1 x517 >= 1;
+1 ~x770 +1 x516 >= 1;
+1 ~x771 +1 x515 >= 1;
+1 ~x772 +1 x514 >= 1;
+1 ~x773 +1 x503 >= 1;
+1 ~x774 +1 x502 >= 1;
+1 ~x775 +1 x580 +1 x586 +1 x593 +1 x706 >= 1;
+1 ~x776 +1 x589 +1 x659 +1 x660 +1 x707 >= 1;
+1 ~x777 +1 x531 +1 x537 +1 x543 +1 x601 +1 x607 +1 x613 +1 x708 >= 1;
+1 ~x778 +1 x549 +1 x555 +1 x561 +1 x619 +1 x625 +1 x631 +1 x709 >= 1;
+1 ~x779 +1 x636 +1 x638 +1 x710 >= 1;
+1 ~x780 +1 x640 +1 x642 +1 x711 >= 1;
+1 ~x781 +1 x644 +1 x646 +1 x712 >= 1;
+1 ~x782 +1 x648 +1 x650 +1 x713 >= 1;
+1 ~x783 +1 x652 +1 x654 +1 x714 >= 1;
+1 ~x784 +1 x656 +1 x658 +1 x715 >= 1;
+1 ~x785 +1 x661 +1 x716 >= 1;
+1 ~x786 +1 x662 +1 x717 >= 1;
+1 ~x787 +1 x663 +1 x718 >= 1;
+1 ~x788 +1 x664 +1 x719 >= 1;
+1 ~x789 +1 x774 >= 1;
+1 ~x789 +1 x739 >= 1;
+1 ~x790 +1 x773 >= 1;
+1 ~x790 +1 x734 >= 1;
+1 ~x791 +1 x772 >= 1;
+1 ~x791 +1 x737 >= 1;
+1 ~x792 +1 x771 >= 1;
+1 ~x792 +1 x732 >= 1;
+1 ~x793 +1 x770 >= 1;
+1 ~x793 +1 x737 >= 1;
+1 ~x794 +1 x769 >= 1;
+1 ~x794 +1 x732 >= 1;
+1 ~x795 +1 x768 >= 1;
+1 ~x795 +1 x738 >= 1;
+1 ~x796 +1 x767 >= 1;
+1 ~x796 +1 x733 >= 1;
+1 ~x797 +1 x731 >= 1;
+1 ~x797 +1 x766 >= 1;
+1 ~x798 +1 x730 >= 1;
+1 ~x798 +1 x765 >= 1;
+1 ~x799 +1 x728 >= 1;
+1 ~x799 +1 x764 >= 1;
+1 ~x800 +1 x727 >= 1;
+1 ~x800 +1 x763 >= 1;
+1 ~x801 +1 x726 >= 1;
+1 ~x801 +1 x762 >= 1;
+1 ~x802 +1 x751 >= 1;
+1 ~x802 +1 x739 >= 1;
+1 ~x803 +1 x751 >= 1;
+1 ~x803 +1 x734 >= 1;
+1 ~x804 +1 x761 >= 1;
+1 ~x804 +1 x741 >= 1;
+1 ~x805 +1 x760 >= 1;
+1 ~x805 +1 x740 >= 1;
+1 ~x806 +1 x759 >= 1;
+1 ~x806 +1 x739 >= 1;
+1 ~x807 +1 x758 >= 1;
+1 ~x807 +1 x738 >= 1;
+1 ~x808 +1 x757 >= 1;
+1 ~x808 +1 x737 >= 1;
+1 ~x809 +1 x761 >= 1;
+1 ~x809 +1 x736 >= 1;
+1 ~x810 +1 x760 >= 1;
+1 ~x810 +1 x735 >= 1;
+1 ~x811 +1 x759 >= 1;
+1 ~x811 +1 x734 >= 1;
+1 ~x812 +1 x758 >= 1;
+1 ~x812 +1 x733 >= 1;
+1 ~x813 +1 x757 >= 1;
+1 ~x813 +1 x732 >= 1;
+1 ~x814 +1 x749 >= 1;
+1 ~x814 +1 x737 >= 1;
+1 ~x815 +1 x749 >= 1;
+1 ~x815 +1 x732 >= 1;
+1 ~x816 +1 x748 >= 1;
+1 ~x816 +1 x737 >= 1;
+1 ~x817 +1 x748 >= 1;
+1 ~x817 +1 x732 >= 1;
+1 ~x818 +1 x756 >= 1;
+1 ~x818 +1 x741 >= 1;
+1 ~x819 +1 x755 >= 1;
+1 ~x819 +1 x740 >= 1;
+1 ~x820 +1 x754 >= 1;
+1 ~x820 +1 x777 >= 1;
+1 ~x821 +1 x753 >= 1;
+1 ~x821 +1 x739 >= 1;
+1 ~x822 +1 x752 >= 1;
+1 ~x822 +1 x738 >= 1;
+1 ~x823 +1 x756 >= 1;
+1 ~x823 +1 x736 >= 1;
+1 ~x824 +1 x755 >= 1;
+1 ~x824 +1 x735 >= 1;
+1 ~x825 +1 x754 >= 1;
+1 ~x825 +1 x778 >= 1;
+1 ~x826 +1 x753 >= 1;
+1 ~x826 +1 x734 >= 1;
+1 ~x827 +1 x752 >= 1;
+1 ~x827 +1 x733 >= 1;
+1 ~x828 +1 x746 >= 1;
+1 ~x828 +1 x738 >= 1;
+1 ~x829 +1 x746 >= 1;
+1 ~x829 +1 x733 >= 1;
+1 ~x830 +1 x728 >= 1;
+1 ~x830 +1 x751 >= 1;
+1 ~x831 +1 x731 >= 1;
+1 ~x831 +1 x761 >= 1;
+1 ~x832 +1 x730 >= 1;
+1 ~x832 +1 x760 >= 1;
+1 ~x833 +1 x781 >= 1;
+1 ~x833 +1 x750 >= 1;
+1 ~x834 +1 x728 >= 1;
+1 ~x834 +1 x759 >= 1;
+1 ~x835 +1 x727 >= 1;
+1 ~x835 +1 x758 >= 1;
+1 ~x836 +1 x726 >= 1;
+1 ~x836 +1 x757 >= 1;
+1 ~x837 +1 x726 >= 1;
+1 ~x837 +1 x749 >= 1;
+1 ~x838 +1 x726 >= 1;
+1 ~x838 +1 x748 >= 1;
+1 ~x839 +1 x731 >= 1;
+1 ~x839 +1 x756 >= 1;
+1 ~x840 +1 x730 >= 1;
+1 ~x840 +1 x755 >= 1;
+1 ~x841 +1 x729 >= 1;
+1 ~x841 +1 x754 >= 1;
+1 ~x842 +1 x728 >= 1;
+1 ~x842 +1 x753 >= 1;
+1 ~x843 +1 x727 >= 1;
+1 ~x843 +1 x752 >= 1;
+1 ~x844 +1 x784 >= 1;
+1 ~x844 +1 x747 >= 1;
+1 ~x845 +1 x727 >= 1;
+1 ~x845 +1 x746 >= 1;
+1 ~x846 +1 x739 >= 1;
+1 ~x847 +1 x739 >= 1;
+1 ~x848 +1 x739 >= 1;
+1 ~x849 +1 x739 >= 1;
+1 ~x850 +1 x739 >= 1;
+1 ~x851 +1 x739 >= 1;
+1 ~x852 +1 x738 >= 1;
+1 ~x853 +1 x738 >= 1;
+1 ~x854 +1 x738 >= 1;
+1 ~x855 +1 x738 >= 1;
+1 ~x856 +1 x738 >= 1;
+1 ~x857 +1 x738 >= 1;
+1 ~x858 +1 x737 >= 1;
+1 ~x859 +1 x737 >= 1;
+1 ~x860 +1 x737 >= 1;
+1 ~x861 +1 x737 >= 1;
+1 ~x862 +1 x737 >= 1;
+1 ~x863 +1 x737 >= 1;
+1 ~x864 +1 x734 >= 1;
+1 ~x865 +1 x734 >= 1;
+1 ~x866 +1 x734 >= 1;
+1 ~x867 +1 x734 >= 1;
+1 ~x868 +1 x734 >= 1;
+1 ~x869 +1 x734 >= 1;
+1 ~x870 +1 x733 >= 1;
+1 ~x871 +1 x733 >= 1;
+1 ~x872 +1 x733 >= 1;
+1 ~x873 +1 x733 >= 1;
+1 ~x874 +1 x733 >= 1;
+1 ~x875 +1 x733 >= 1;
+1 ~x876 +1 x732 >= 1;
+1 ~x877 +1 x732 >= 1;
+1 ~x878 +1 x732 >= 1;
+1 ~x879 +1 x732 >= 1;
+1 ~x880 +1 x732 >= 1;
+1 ~x881 +1 x732 >= 1;
+1 ~x882 +1 x725 >= 1;
+1 ~x882 +1 x741 >= 1;
+1 ~x883 +1 x725 >= 1;
+1 ~x883 +1 x740 >= 1;
+1 ~x884 +1 x725 >= 1;
+1 ~x884 +1 x739 >= 1;
+1 ~x885 +1 x725 >= 1;
+1 ~x885 +1 x738 >= 1;
+1 ~x886 +1 x725 >= 1;
+1 ~x886 +1 x737 >= 1;
+1 ~x887 +1 x724 >= 1;
+1 ~x887 +1 x736 >= 1;
+1 ~x888 +1 x724 >= 1;
+1 ~x888 +1 x735 >= 1;
+1 ~x889 +1 x724 >= 1;
+1 ~x889 +1 x734 >= 1;
+1 ~x890 +1 x724 >= 1;
+1 ~x890 +1 x733 >= 1;
+1 ~x891 +1 x724 >= 1;
+1 ~x891 +1 x732 >= 1;
+1 ~x892 +1 x745 >= 1;
+1 ~x892 +1 x741 >= 1;
+1 ~x893 +1 x745 >= 1;
+1 ~x893 +1 x740 >= 1;
+1 ~x894 +1 x745 >= 1;
+1 ~x894 +1 x777 >= 1;
+1 ~x895 +1 x745 >= 1;
+1 ~x895 +1 x739 >= 1;
+1 ~x896 +1 x745 >= 1;
+1 ~x896 +1 x738 >= 1;
+1 ~x897 +1 x745 >= 1;
+1 ~x897 +1 x737 >= 1;
+1 ~x898 +1 x744 >= 1;
+1 ~x898 +1 x736 >= 1;
+1 ~x899 +1 x744 >= 1;
+1 ~x899 +1 x735 >= 1;
+1 ~x900 +1 x744 >= 1;
+1 ~x900 +1 x778 >= 1;
+1 ~x901 +1 x744 >= 1;
+1 ~x901 +1 x734 >= 1;
+1 ~x902 +1 x744 >= 1;
+1 ~x902 +1 x733 >= 1;
+1 ~x903 +1 x744 >= 1;
+1 ~x903 +1 x732 >= 1;
+1 ~x904 +1 x728 >= 1;
+1 ~x904 +1 x723 >= 1;
+1 ~x905 +1 x781 >= 1;
+1 ~x905 +1 x743 >= 1;
+1 ~x906 +1 x729 >= 1;
+1 ~x906 +1 x743 >= 1;
+1 ~x907 +1 x726 >= 1;
+1 ~x907 +1 x722 >= 1;
+1 ~x908 +1 x726 >= 1;
+1 ~x908 +1 x721 >= 1;
+1 ~x909 +1 x784 >= 1;
+1 ~x909 +1 x742 >= 1;
+1 ~x910 +1 x726 >= 1;
+1 ~x910 +1 x742 >= 1;
+1 ~x911 +1 x727 >= 1;
+1 ~x911 +1 x720 >= 1;
+1 ~x912 +1 x775 >= 1;
+1 ~x912 +1 x737 >= 1;
+1 ~x913 +1 x775 >= 1;
+1 ~x913 +1 x732 >= 1;
+1 ~x914 +1 x729 >= 1;
+1 ~x914 +1 x776 >= 1;
+1 ~x915 +1 x726 >= 1;
+1 ~x915 +1 x775 >= 1;
+1 ~x916 +1 x741 >= 1;
+1 ~x917 +1 x741 >= 1;
+1 ~x918 +1 x741 >= 1;
+1 ~x919 +1 x741 >= 1;
+1 ~x920 +1 x741 >= 1;
+1 ~x921 +1 x741 >= 1;
+1 ~x922 +1 x740 >= 1;
+1 ~x923 +1 x740 >= 1;
+1 ~x924 +1 x740 >= 1;
+1 ~x925 +1 x740 >= 1;
+1 ~x926 +1 x740 >= 1;
+1 ~x927 +1 x740 >= 1;
+1 ~x928 +1 x777 >= 1;
+1 ~x929 +1 x777 >= 1;
+1 ~x930 +1 x777 >= 1;
+1 ~x931 +1 x777 >= 1;
+1 ~x932 +1 x777 >= 1;
+1 ~x933 +1 x777 >= 1;
+1 ~x934 +1 x736 >= 1;
+1 ~x935 +1 x736 >= 1;
+1 ~x936 +1 x736 >= 1;
+1 ~x937 +1 x736 >= 1;
+1 ~x938 +1 x736 >= 1;
+1 ~x939 +1 x736 >= 1;
+1 ~x940 +1 x735 >= 1;
+1 ~x941 +1 x735 >= 1;
+1 ~x942 +1 x735 >= 1;
+1 ~x943 +1 x735 >= 1;
+1 ~x944 +1 x735 >= 1;
+1 ~x945 +1 x735 >= 1;
+1 ~x946 +1 x778 >= 1;
+1 ~x947 +1 x778 >= 1;
+1 ~x948 +1 x778 >= 1;
+1 ~x949 +1 x778 >= 1;
+1 ~x950 +1 x778 >= 1;
+1 ~x951 +1 x778 >= 1;
+1 ~x952 +1 x731 >= 1;
+1 ~x953 +1 x731 >= 1;
+1 ~x954 +1 x779 >= 1;
+1 ~x955 +1 x779 >= 1;
+1 ~x956 +1 x730 >= 1;
+1 ~x957 +1 x730 >= 1;
+1 ~x958 +1 x780 >= 1;
+1 ~x959 +1 x780 >= 1;
+1 ~x960 +1 x729 >= 1;
+1 ~x961 +1 x729 >= 1;
+1 ~x962 +1 x781 >= 1;
+1 ~x963 +1 x781 >= 1;
+1 ~x964 +1 x728 >= 1;
+1 ~x965 +1 x728 >= 1;
+1 ~x966 +1 x782 >= 1;
+1 ~x967 +1 x782 >= 1;
+1 ~x968 +1 x727 >= 1;
+1 ~x969 +1 x727 >= 1;
+1 ~x970 +1 x783 >= 1;
+1 ~x971 +1 x783 >= 1;
+1 ~x972 +1 x726 >= 1;
+1 ~x973 +1 x726 >= 1;
+1 ~x974 +1 x784 >= 1;
+1 ~x975 +1 x784 >= 1;
+1 ~x976 +1 x725 >= 1;
+1 ~x976 +1 x777 >= 1;
+1 ~x977 +1 x724 >= 1;
+1 ~x977 +1 x778 >= 1;
+1 ~x978 +1 x782 >= 1;
+1 ~x978 +1 x723 >= 1;
+1 ~x979 +1 x784 >= 1;
+1 ~x979 +1 x722 >= 1;
+1 ~x980 +1 x784 >= 1;
+1 ~x980 +1 x721 >= 1;
+1 ~x981 +1 x783 >= 1;
+1 ~x981 +1 x720 >= 1;
+1 ~x982 +1 x776 >= 1;
+1 ~x982 +1 x777 >= 1;
+1 ~x983 +1 x776 >= 1;
+1 ~x983 +1 x778 >= 1;
+1 ~x984 +1 x782 >= 1;
+1 ~x984 +1 x785 >= 1;
+1 ~x985 +1 x784 >= 1;
+1 ~x985 +1 x786 >= 1;
+1 ~x986 +1 x784 >= 1;
+1 ~x986 +1 x787 >= 1;
+1 ~x987 +1 x783 >= 1;
+1 ~x987 +1 x788 >= 1;
+1 ~x988 +1 x720 >= 1;
+1 ~x989 +1 x721 >= 1;
+1 ~x990 +1 x722 >= 1;
+1 ~x991 +1 x723 >= 1;
+1 ~x992 +1 x724 >= 1;
+1 ~x993 +1 x725 >= 1;
+1 ~x994 +1 x726 >= 1;
+1 ~x995 +1 x727 >= 1;
+1 ~x996 +1 x728 >= 1;
+1 ~x997 +1 x729 >= 1;
+1 ~x998 +1 x730 >= 1;
+1 ~x999 +1 x731 >= 1;
+1 ~x1000 +1 x732 >= 1;
+1 ~x1001 +1 x733 >= 1;
+1 ~x1002 +1 x734 >= 1;
+1 ~x1003 +1 x735 >= 1;
+1 ~x1004 +1 x736 >= 1;
+1 ~x1005 +1 x737 >= 1;
+1 ~x1006 +1 x738 >= 1;
+1 ~x1007 +1 x739 >= 1;
+1 ~x1008 +1 x740 >= 1;
+1 ~x1009 +1 x741 >= 1;
+1 ~x1010 +1 x742 >= 1;
+1 ~x1011 +1 x743 >= 1;
+1 ~x1012 +1 x744 >= 1;
+1 ~x1013 +1 x745 >= 1;
+1 ~x1014 +1 x746 >= 1;
+1 ~x1015 +1 x747 >= 1;
+1 ~x1016 +1 x748 >= 1;
+1 ~x1017 +1 x749 >= 1;
+1 ~x1018 +1 x750 >= 1;
+1 ~x1019 +1 x751 >= 1;
+1 ~x1020 +1 x752 >= 1;
+1 ~x1021 +1 x753 >= 1;
+1 ~x1022 +1 x754 >= 1;
+1 ~x1023 +1 x755 >= 1;
+1 ~x1024 +1 x756 >= 1;
+1 ~x1025 +1 x757 >= 1;
+1 ~x1026 +1 x758 >= 1;
+1 ~x1027 +1 x759 >= 1;
+1 ~x1028 +1 x760 >= 1;
+1 ~x1029 +1 x761 >= 1;
+1 ~x1030 +1 x762 >= 1;
+1 ~x1031 +1 x763 >= 1;
+1 ~x1032 +1 x764 >= 1;
+1 ~x1033 +1 x765 >= 1;
+1 ~x1034 +1 x766 >= 1;
+1 ~x1035 +1 x767 >= 1;
+1 ~x1036 +1 x768 >= 1;
+1 ~x1037 +1 x769 >= 1;
+1 ~x1038 +1 x770 >= 1;
+1 ~x1039 +1 x771 >= 1;
+1 ~x1040 +1 x772 >= 1;
+1 ~x1041 +1 x773 >= 1;
+1 ~x1042 +1 x774 >= 1;
+1 ~x1043 +1 x775 >= 1;
+1 ~x1044 +1 x776 >= 1;
+1 ~x1045 +1 x777 >= 1;
+1 ~x1046 +1 x778 >= 1;
+1 ~x1047 +1 x779 >= 1;
+1 ~x1048 +1 x780 >= 1;
+1 ~x1049 +1 x781 >= 1;
+1 ~x1050 +1 x782 >= 1;
+1 ~x1051 +1 x783 >= 1;
+1 ~x1052 +1 x784 >= 1;
+1 ~x1053 +1 x785 >= 1;
+1 ~x1054 +1 x786 >= 1;
+1 ~x1055 +1 x787 >= 1;
+1 ~x1056 +1 x788 >= 1;
+1 ~x1057 +1 x845 +1 x987 +1 x988 >= 1;
+1 ~x1058 +1 x838 +1 x986 +1 x989 >= 1;
